Date,p.1,p.2,p.3,p.4,p.5,p.6,p.7,p.8,p.9,evap.1,evap.2,evap.3,evap.4,evap.5,evap.6,evap.7,evap.8,evap.9,diff.1,diff.2,diff.3,diff.4,diff.5,diff.6,diff.7,diff.8,diff.9,sm.1,sm.2,sm.3,sm.4,sm.5,sm.6,sm.7,sm.8,sm.9
2010-01-01,6.3572,5.2557,6.8371,7.081,7.3328,7.4587,7.3328,7.7262,6.4359,0.8362,0.7279,0.7332,0.7722,0.8854,1.0379,0.9725,1.0506,0.8534,5.521,4.5278,6.1039,6.3088,6.4474,6.4208,6.3603,6.6756,5.5825,0.4292,0.4292,0.421,0.3958,0.3958,0.375,0.375,0.375,0.3624
2010-01-02,0,0,0,0,0,0,0,0,0,0.6163,0.6162,0.7693,0.7671,0.697,0.8365,0.9329,0.9606,0.8017,-0.6163,-0.6162,-0.7693,-0.7671,-0.697,-0.8365,-0.9329,-0.9606,-0.8017,0.464,0.464,0.4587,0.4485,0.4485,0.4342,0.4342,0.4342,0.4422
2010-01-03,0,0,0,0,0,0,0,0,0,0.2844,0.3227,0.4434,0.4535,0.4765,0.4002,0.3198,0.3376,0.3876,-0.2844,-0.3227,-0.4434,-0.4535,-0.4765,-0.4002,-0.3198,-0.3376,-0.3876,0.4199,0.4199,0.3969,0.3816,0.3816,0.3813,0.3813,0.3813,0.383
2010-01-04,7.7577,8.7411,5.9087,5.6727,6.5145,2.6436,4.8308,4.823,3.7057,0.6123,0.5319,0.4884,0.4759,0.3182,0.3044,0.1964,0.2741,0.1935,7.1454,8.2092,5.4203,5.1968,6.1963,2.3392,4.6344,4.5489,3.5122,0.4052,0.4052,0.3832,0.3702,0.3702,0.367,0.367,0.367,0.3657
2010-01-05,10.8104,10.5114,9.4571,9.3627,7.5767,9.8584,10.4485,10.9205,8.1668,0.2609,0.2237,0.2089,0.2089,0.2169,0.2326,0.2392,0.2466,0.2299,10.5495,10.2877,9.2482,9.1538,7.3598,9.6258,10.2093,10.6739,7.9369,0.4143,0.4143,0.3989,0.3933,0.3933,0.3927,0.3927,0.3927,0.3936
2010-01-06,0,0,0,0,0,0,0,0,0,0.314,0.3072,0.3363,0.3052,0.2175,0.3217,0.3281,0.3735,0.3678,-0.314,-0.3072,-0.3363,-0.3052,-0.2175,-0.3217,-0.3281,-0.3735,-0.3678,0.3956,0.3956,0.3892,0.3883,0.3883,0.3888,0.3888,0.3888,0.3878
2010-01-07,0,0,0,0,0,0,0,0,0,0.5273,0.4918,0.5782,0.605,0.586,0.5534,0.3674,0.3923,0.4384,-0.5273,-0.4918,-0.5782,-0.605,-0.586,-0.5534,-0.3674,-0.3923,-0.4384,0.3878,0.3878,0.3821,0.3801,0.3801,0.3794,0.3794,0.3794,0.376
2010-01-08,0.8812,0.8969,0,0,0,0,0,0,0,0.5756,0.5348,0.6614,0.7096,0.7382,0.6394,0.2894,0.3013,0.3361,0.3056,0.3621,-0.6614,-0.7096,-0.7382,-0.6394,-0.2894,-0.3013,-0.3361,0.3888,0.3888,0.3836,0.382,0.382,0.3812,0.3812,0.3812,0.3774
2010-01-09,1.2667,1.8883,0.9205,0.8812,1.8253,1.1723,0.8104,0.7789,1.2903,0.6598,0.6201,0.7062,0.761,0.7461,0.7065,0.481,0.5118,0.4642,0.6069,1.2682,0.2143,0.1202,1.0792,0.4658,0.3294,0.2671,0.8261,0.3905,0.3905,0.3854,0.3837,0.3837,0.383,0.383,0.383,0.3792
2010-01-10,0,0,0,0,0,0,0,0,0,0.8838,0.7999,0.8732,0.9467,1.0022,0.8628,0.4553,0.4839,0.4774,-0.8838,-0.7999,-0.8732,-0.9467,-1.0022,-0.8628,-0.4553,-0.4839,-0.4774,0.3976,0.3976,0.3928,0.391,0.391,0.3908,0.3908,0.3908,0.3854
2010-01-11,0,0,0,0,0,0,0,0,0,1.14,1.1108,1.3412,1.4292,1.6032,1.5823,1.2174,1.2993,1.1397,-1.14,-1.1108,-1.3412,-1.4292,-1.6032,-1.5823,-1.2174,-1.2993,-1.1397,0.4347,0.4347,0.4152,0.4032,0.4032,0.4022,0.4022,0.4022,0.3967
2010-01-12,2.4705,3.2809,2.1086,2.0771,2.62,2.0614,1.7073,1.6601,2.5256,0.9363,0.83,0.9987,1.0504,1.1018,1.2122,1.0777,1.1141,0.9914,1.5342,2.4509,1.1099,1.0267,1.5182,0.8492,0.6296,0.546,1.5342,0.464,0.464,0.4463,0.423,0.423,0.4203,0.4203,0.4203,0.4153
2010-01-13,2.9662,2.8717,2.6121,2.439,3.3438,2.3367,1.9748,1.7702,2.62,0.5444,0.5213,0.6701,0.6938,0.6706,0.7406,0.6661,0.6785,0.603,2.4218,2.3504,1.942,1.7452,2.6732,1.5961,1.3087,1.0917,2.017,0.4013,0.4013,0.3915,0.383,0.383,0.3834,0.3834,0.3834,0.3866
2010-01-14,0,0,0,0,0,0,0,0,0,0.7752,0.7922,0.9598,0.9552,1.0192,1.1406,1.1903,1.1764,0.9651,-0.7752,-0.7922,-0.9598,-0.9552,-1.0192,-1.1406,-1.1903,-1.1764,-0.9651,0.3959,0.3959,0.3917,0.3829,0.3829,0.359,0.359,0.359,0.3536
2010-01-15,0.4878,0,1.0464,1.1094,5.0826,3.2651,1.8411,1.4319,2.9032,1.4987,1.5451,1.978,1.9911,1.9481,2.0345,2.0035,2.032,1.8676,-1.0109,-1.5451,-0.9316,-0.8817,3.1345,1.2306,-0.1624,-0.6001,1.0356,0.379,0.379,0.378,0.3704,0.3704,0.3384,0.3384,0.3384,0.331
2010-01-16,0.5114,0,0.9205,1.188,1.8175,2.2659,2.8088,3.2651,2.6278,0.5419,0.4914,0.5076,0.4946,0.4257,0.4396,0.3947,0.4225,0.3416,-0.0305,-0.4914,0.4129,0.6934,1.3918,1.8263,2.4141,2.8426,2.2862,0.376,0.376,0.3594,0.3389,0.3389,0.3309,0.3309,0.3309,0.3299
2010-01-17,0.952,0.6058,1.2038,1.1959,2.4705,0.7553,0.6137,0.5271,0.771,0.7889,0.8096,0.9228,0.8919,0.785,0.7802,0.5972,0.6083,0.5478,0.1631,-0.2038,0.281,0.304,1.6855,-0.0249,0.0165,-0.0812,0.2232,0.3609,0.3609,0.3451,0.3249,0.3249,0.3244,0.3244,0.3244,0.3217
2010-01-18,0,0,0,0,0,0,0,0,0,1.2044,1.18,1.4088,1.4212,1.4701,1.5043,1.4122,1.364,1.2786,-1.2044,-1.18,-1.4088,-1.4212,-1.4701,-1.5043,-1.4122,-1.364,-1.2786,0.3863,0.3863,0.3668,0.3397,0.3397,0.3383,0.3383,0.3383,0.3337
2010-01-19,0,0,0,0,0,0,0,0,0,1.4162,1.312,1.5042,1.5363,1.5902,1.6982,1.5322,1.5079,1.4027,-1.4162,-1.312,-1.5042,-1.5363,-1.5902,-1.6982,-1.5322,-1.5079,-1.4027,0.3646,0.3646,0.3441,0.318,0.318,0.3218,0.3218,0.3218,0.3206
2010-01-20,0,0,0,0,0,0,0,0,0,1.6968,1.7142,1.8289,1.8468,1.9606,1.9727,1.7047,1.6337,1.6135,-1.6968,-1.7142,-1.8289,-1.8468,-1.9606,-1.9727,-1.7047,-1.6337,-1.6135,0.3531,0.3531,0.3369,0.3206,0.3206,0.3218,0.3218,0.3218,0.3183
2010-01-21,0,0,0,0,0,0,0,0,0,1.5635,1.4718,1.5356,1.5509,1.7092,1.7181,1.4802,1.4488,1.3805,-1.5635,-1.4718,-1.5356,-1.5509,-1.7092,-1.7181,-1.4802,-1.4488,-1.3805,0.3402,0.3402,0.3254,0.3148,0.3148,0.3209,0.3209,0.3209,0.3189
2010-01-22,4.9331,2.0142,3.4933,3.1235,2.7695,2.5728,0.8104,0,1.487,0.7625,0.8203,0.9902,0.986,1.0661,0.8835,0.7672,0.7236,0.8863,4.1706,1.1939,2.5031,2.1375,1.7034,1.6893,0.0432,-0.7236,0.6007,0.3286,0.3286,0.3135,0.303,0.303,0.3088,0.3088,0.3088,0.3072
2010-01-23,1.5421,2.0142,1.5499,1.6916,1.0464,0.6294,2.2817,2.502,0.9048,0.3591,0.3402,0.3975,0.3999,0.4635,0.539,0.5783,0.5515,0.5112,1.183,1.674,1.1524,1.2917,0.5829,0.0904,1.7034,1.9505,0.3936,0.3603,0.3603,0.3448,0.3305,0.3305,0.324,0.324,0.324,0.3141
2010-01-24,0,0,0,0,0.4957,0.9599,0.9441,0.8891,0.9441,0.7024,0.6949,0.7892,0.7988,0.8504,0.8644,0.739,0.7388,0.7402,-0.7024,-0.6949,-0.7892,-0.7988,-0.3547,0.0955,0.2051,0.1503,0.2039,0.3379,0.3379,0.3216,0.3151,0.3151,0.3203,0.3203,0.3203,0.3151
2010-01-25,2.1086,2.1951,1.8804,1.9355,2.1794,1.3297,1.9905,2.1636,1.6286,0.8359,0.7325,0.7065,0.6781,0.5807,0.6551,0.5599,0.6033,0.5091,1.2727,1.4626,1.1739,1.2574,1.5987,0.6746,1.4306,1.5603,1.1195,0.3468,0.3468,0.3276,0.3211,0.3211,0.327,0.327,0.327,0.3201
2010-01-26,1.1566,2.2817,0.8576,0.6845,0,1.0543,0,0,0.7002,0.5099,0.5246,0.5872,0.5637,0.3932,0.435,0.4042,0.4295,0.4252,0.6467,1.7571,0.2704,0.1208,-0.3932,0.6193,-0.4042,-0.4295,0.275,0.3526,0.3526,0.33,0.3203,0.3203,0.3253,0.3253,0.3253,0.3204
2010-01-27,0,0,0,0,0,0,0,0,0,0.5545,0.5164,0.4655,0.4398,0.4041,0.4331,0.4005,0.4409,0.3758,-0.5545,-0.5164,-0.4655,-0.4398,-0.4041,-0.4331,-0.4005,-0.4409,-0.3758,0.3486,0.3486,0.3327,0.3251,0.3251,0.33,0.33,0.33,0.3246
2010-01-28,0,0,0,0,0,0,0,0,0,0.9985,0.954,0.9301,0.9474,0.9703,0.9678,0.7714,0.7938,0.7427,-0.9985,-0.954,-0.9301,-0.9474,-0.9703,-0.9678,-0.7714,-0.7938,-0.7427,0.3409,0.3409,0.3247,0.3158,0.3158,0.3219,0.3219,0.3219,0.3191
2010-01-29,0,0,0,0,0,0,0,0,0,0.9875,0.9494,0.9585,0.95,0.8899,0.8195,0.6639,0.6987,0.6691,-0.9875,-0.9494,-0.9585,-0.95,-0.8899,-0.8195,-0.6639,-0.6987,-0.6691,0.3416,0.3416,0.325,0.3157,0.3157,0.3221,0.3221,0.3221,0.3179
2010-01-30,6.0739,4.0755,4.5712,4.2722,4.7049,4.5948,3.0448,2.9032,3.0212,0.6581,0.6835,0.7448,0.7403,0.6631,0.5507,0.4348,0.4394,0.4554,5.4158,3.392,3.8264,3.5319,4.0418,4.0441,2.61,2.4638,2.5658,0.3415,0.3415,0.3276,0.3228,0.3228,0.3304,0.3304,0.3304,0.3261
2010-01-31,3.0606,3.6743,2.2817,2.2581,2.439,1.6994,2.8088,3.3202,1.6916,0.3363,0.33,0.3154,0.2931,0.3044,0.3318,0.3384,0.3277,0.3305,2.7243,3.3443,1.9663,1.965,2.1346,1.3676,2.4704,2.9925,1.3611,0.3456,0.3456,0.3286,0.32,0.32,0.3249,0.3249,0.3249,0.3192
2010-02-01,1.8411,2.321,1.7309,1.7152,0,1.6522,0.6137,0,1.3454,0.6403,0.6987,0.7579,0.7733,0.8506,0.8139,0.713,0.7214,0.7751,1.2008,1.6223,0.973,0.9419,-0.8506,0.8383,-0.0993,-0.7214,0.5703,0.3515,0.3515,0.3383,0.3294,0.3294,0.3336,0.3336,0.3336,0.3262
2010-02-02,0.7317,1.1487,0.4799,0.4878,0,0,0.8654,1.0543,0,0.7894,0.7269,0.664,0.6608,0.61,0.6728,0.627,0.6522,0.5808,-0.0577,0.4218,-0.1841,-0.173,-0.61,-0.6728,0.2384,0.4021,-0.5808,0.3563,0.3563,0.3425,0.3318,0.3318,0.3332,0.3332,0.3332,0.3224
2010-02-03,0,0,0,0,0,0,0,0,0,0.8229,0.81,0.8487,0.8756,0.8417,0.7367,0.582,0.6311,0.6131,-0.8229,-0.81,-0.8487,-0.8756,-0.8417,-0.7367,-0.582,-0.6311,-0.6131,0.3529,0.3529,0.3391,0.3301,0.3301,0.3344,0.3344,0.3344,0.3242
2010-02-04,0.5429,0,0.4327,0.4485,0.7317,0.8576,0.3068,0,0.8182,1.0967,1.0895,1.1844,1.2016,1.195,1.0804,0.9272,0.9009,0.9972,-0.5538,-1.0895,-0.7517,-0.7531,-0.4633,-0.2228,-0.6204,-0.9009,-0.179,0.3564,0.3564,0.3413,0.3303,0.3303,0.3326,0.3326,0.3326,0.3221
2010-02-05,3.1078,4.3352,1.9984,1.8332,2.1479,1.9433,2.2266,2.3761,2.203,0.6428,0.6575,0.6805,0.679,0.6045,0.6073,0.5263,0.5441,0.5075,2.465,3.6777,1.3179,1.1542,1.5434,1.336,1.7003,1.832,1.6955,0.3536,0.3536,0.3382,0.3275,0.3275,0.3331,0.3331,0.3331,0.3257
2010-02-06,0,0,0,0,0,0,0,0,0,0.9877,0.9802,0.9748,1.0012,1.0957,1.1191,0.9822,1.0444,0.995,-0.9877,-0.9802,-0.9748,-1.0012,-1.0957,-1.1191,-0.9822,-1.0444,-0.995,0.3508,0.3508,0.3363,0.3259,0.3259,0.331,0.331,0.331,0.3238
2010-02-07,0,0,0,0,0,0,0,0,0,0.5345,0.5424,0.5329,0.5369,0.534,0.5047,0.4632,0.4783,0.4517,-0.5345,-0.5424,-0.5329,-0.5369,-0.534,-0.5047,-0.4632,-0.4783,-0.4517,0.3578,0.3578,0.3421,0.3276,0.3276,0.333,0.333,0.333,0.3257
2010-02-08,0,0,0,0,0,0,0,0,0,0.7195,0.7072,0.7019,0.693,0.6666,0.6977,0.6703,0.68,0.636,-0.7195,-0.7072,-0.7019,-0.693,-0.6666,-0.6977,-0.6703,-0.68,-0.636,0.3528,0.3528,0.3368,0.325,0.325,0.3303,0.3303,0.3303,0.323
2010-02-09,0,0,0,0,0,0,0,0,0,0.7726,0.792,0.8268,0.8345,0.8366,0.837,0.8015,0.7924,0.8026,-0.7726,-0.792,-0.8268,-0.8345,-0.8366,-0.837,-0.8015,-0.7924,-0.8026,0.3487,0.3487,0.335,0.3246,0.3246,0.3301,0.3301,0.3301,0.3233
2010-02-10,1.4949,2.0535,1.4319,1.3218,2.0771,0,0,0,0.5822,0.957,0.9759,1.0613,1.0568,0.9114,0.8866,0.8357,0.8411,0.826,0.5379,1.0776,0.3706,0.265,1.1657,-0.8866,-0.8357,-0.8411,-0.2438,0.3461,0.3461,0.3325,0.3216,0.3216,0.3248,0.3248,0.3248,0.3173
2010-02-11,1.9119,2.4941,1.306,1.1959,1.6837,1.6129,1.4477,1.3847,1.8883,0.9885,0.9495,0.9793,0.9766,0.9034,0.9421,0.8703,0.8695,0.783,0.9234,1.5446,0.3267,0.2193,0.7803,0.6708,0.5774,0.5152,1.1053,0.3507,0.3507,0.3363,0.3248,0.3248,0.3301,0.3301,0.3301,0.3252
2010-02-12,0.9205,0.6924,0.8812,0.8182,0.9205,0.4642,0.6058,0.6058,0.9048,1.0109,0.9816,0.9839,0.9969,0.9808,1.0385,0.9807,0.974,0.8044,-0.0904,-0.2892,-0.1027,-0.1787,-0.0603,-0.5743,-0.3749,-0.3682,0.1004,0.3561,0.3561,0.3436,0.334,0.334,0.339,0.339,0.339,0.3359
2010-02-13,0,0,0,0,0,0,0,0,0,1.153,1.1401,1.2052,1.2352,1.2977,1.3323,1.3053,1.2945,1.2185,-1.153,-1.1401,-1.2052,-1.2352,-1.2977,-1.3323,-1.3053,-1.2945,-1.2185,0.3577,0.3577,0.3437,0.3337,0.3337,0.3387,0.3387,0.3387,0.3349
2010-02-14,7.7026,9.5201,5.8064,5.476,4.878,2.738,3.8316,4.1542,3.5012,1.1865,1.144,1.18,1.2147,1.1923,1.1825,0.9856,1.0319,0.9076,6.5161,8.3761,4.6264,4.2613,3.6857,1.5555,2.846,3.1223,2.5936,0.3498,0.3498,0.3376,0.3287,0.3287,0.3341,0.3341,0.3341,0.3297
2010-02-15,0,0.3934,0,0,0.4721,0,0,0,0.4957,0.9778,0.9661,1.0229,1.0431,0.995,1.0325,0.9974,1.0024,0.9617,-0.9778,-0.5727,-1.0229,-1.0431,-0.5229,-1.0325,-0.9974,-1.0024,-0.466,0.3703,0.3703,0.3607,0.3515,0.3515,0.3511,0.3511,0.3511,0.3431
2010-02-16,0.5665,0.9756,0.4485,0.417,0.4485,0.5271,0.5429,0.5822,0.4327,0.8755,0.8625,0.9415,0.9612,0.956,1.0617,1.0325,1.059,0.9254,-0.309,0.1131,-0.493,-0.5442,-0.5075,-0.5346,-0.4896,-0.4768,-0.4927,0.3538,0.3538,0.3427,0.3341,0.3341,0.3375,0.3375,0.3375,0.331
2010-02-17,0,0,0,0,0,0,0,0,0,0.986,1.0214,1.0209,1.0229,0.9727,0.966,0.9352,0.9605,0.9358,-0.986,-1.0214,-1.0209,-1.0229,-0.9727,-0.966,-0.9352,-0.9605,-0.9358,0.3576,0.3576,0.3456,0.3377,0.3377,0.3414,0.3414,0.3414,0.3361
2010-02-18,0,0,0,0,0,0,0,0,0,1.0511,1.1337,1.2587,1.2719,1.3604,1.2822,1.272,1.2283,1.4052,-1.0511,-1.1337,-1.2587,-1.2719,-1.3604,-1.2822,-1.272,-1.2283,-1.4052,0.349,0.349,0.3378,0.3302,0.3302,0.3362,0.3362,0.3362,0.332
2010-02-19,0,0,0,0,0,0,0,0,0,1.1947,1.2603,1.3512,1.3482,1.3163,1.2692,1.2355,1.2035,1.3727,-1.1947,-1.2603,-1.3512,-1.3482,-1.3163,-1.2692,-1.2355,-1.2035,-1.3727,0.3449,0.3449,0.3336,0.3254,0.3254,0.3291,0.3291,0.3291,0.3239
2010-02-20,0,0,0,0,0,0,0,0,0,1.3297,1.382,1.4774,1.4564,1.4997,1.4925,1.4799,1.4292,1.541,-1.3297,-1.382,-1.4774,-1.4564,-1.4997,-1.4925,-1.4799,-1.4292,-1.541,0.3446,0.3446,0.3338,0.3261,0.3261,0.3292,0.3292,0.3292,0.3231
2010-02-21,0,0,0,0,0,0,0,0,0,1.2056,1.2425,1.3019,1.3117,1.4024,1.3877,1.3927,1.353,1.4239,-1.2056,-1.2425,-1.3019,-1.3117,-1.4024,-1.3877,-1.3927,-1.353,-1.4239,0.3433,0.3433,0.3327,0.3256,0.3256,0.3287,0.3287,0.3287,0.3215
2010-02-22,0,0,0,0,0,0,0,0,0,1.3298,1.3677,1.5272,1.5571,1.6349,1.5884,1.4978,1.4976,1.5316,-1.3298,-1.3677,-1.5272,-1.5571,-1.6349,-1.5884,-1.4978,-1.4976,-1.5316,0.3438,0.3438,0.333,0.3257,0.3257,0.3284,0.3284,0.3284,0.3203
2010-02-23,0.9048,0.8104,1.1802,1.2667,1.3454,2.0928,0.9441,0,2.3997,1.9015,1.8656,2.004,2.0368,2.0371,2.0242,1.8096,1.8477,1.798,-0.9967,-1.0552,-0.8238,-0.7701,-0.6917,0.0686,-0.8655,-1.8477,0.6017,0.3457,0.3457,0.3347,0.3274,0.3274,0.3301,0.3301,0.3301,0.3218
2010-02-24,6.0582,6.31,4.406,4.3666,4.4138,1.3533,3.6113,4.225,1.8961,1.1048,1.0576,1.1139,1.1227,1.118,1.275,1.2562,1.281,1.1463,4.9534,5.2524,3.2921,3.2439,3.2958,0.0783,2.3551,2.944,0.7498,0.3492,0.3492,0.338,0.3305,0.3305,0.333,0.333,0.333,0.3249
2010-02-25,0,0,0,0,0,0,0,0,0,1.3253,1.3065,1.4297,1.4491,1.4922,1.6546,1.7138,1.7191,1.6255,-1.3253,-1.3065,-1.4297,-1.4491,-1.4922,-1.6546,-1.7138,-1.7191,-1.6255,0.3752,0.3752,0.3522,0.3345,0.3345,0.3378,0.3378,0.3378,0.3324
2010-02-26,0.8891,0.6766,0.7317,0.6924,0.3383,0,0,0,0,2.1361,2.1419,2.277,2.2584,2.0559,2.055,1.7385,1.7081,1.5938,-1.247,-1.4653,-1.5453,-1.566,-1.7176,-2.055,-1.7385,-1.7081,-1.5938,0.3748,0.3748,0.3534,0.3352,0.3352,0.3375,0.3375,0.3375,0.3305
2010-02-27,0,0,0,0,0,0,0,0,0,1.6094,1.5847,1.5987,1.605,1.5833,1.6067,1.4751,1.4423,1.4425,-1.6094,-1.5847,-1.5987,-1.605,-1.5833,-1.6067,-1.4751,-1.4423,-1.4425,0.3708,0.3708,0.3553,0.3448,0.3448,0.3461,0.3461,0.3461,0.3413
2010-02-28,0,0,0,0,0,0,0,0,0,1.4797,1.4411,1.4833,1.5212,1.562,1.5973,1.5565,1.5824,1.5483,-1.4797,-1.4411,-1.4833,-1.5212,-1.562,-1.5973,-1.5565,-1.5824,-1.5483,0.3538,0.3538,0.3385,0.3277,0.3277,0.3299,0.3299,0.3299,0.3249
2010-03-01,0,0,0,0,0,0,0,0,0,2.4876,2.4422,2.6179,2.6327,2.6944,2.6395,2.4459,2.486,2.4664,-2.4876,-2.4422,-2.6179,-2.6327,-2.6944,-2.6395,-2.4459,-2.486,-2.4664,0.354,0.354,0.3413,0.3315,0.3315,0.3334,0.3334,0.3334,0.327
2010-03-02,0,0,0,0,0,0,0,0,0,2.7012,2.5457,2.7016,2.683,2.7448,2.7791,2.4925,2.4906,2.4111,-2.7012,-2.5457,-2.7016,-2.683,-2.7448,-2.7791,-2.4925,-2.4906,-2.4111,0.3527,0.3527,0.3411,0.3325,0.3325,0.3354,0.3354,0.3354,0.3299
2010-03-03,2.3131,1.9827,1.8411,1.8411,1.9119,1.1172,0.7632,0.6845,0.9835,1.5247,1.4506,1.3967,1.3854,1.4775,1.484,1.4336,1.4261,1.3737,0.7884,0.5321,0.4444,0.4557,0.4344,-0.3668,-0.6704,-0.7416,-0.3902,0.3523,0.3523,0.3422,0.3341,0.3341,0.335,0.335,0.335,0.3288
2010-03-04,0,0,0,0,0,0,0,0,0,1.4029,1.3408,1.224,1.2357,1.2924,1.4259,1.4479,1.46,1.4337,-1.4029,-1.3408,-1.224,-1.2357,-1.2924,-1.4259,-1.4479,-1.46,-1.4337,0.3499,0.3499,0.3379,0.3279,0.3279,0.33,0.33,0.33,0.3243
2010-03-05,0,0,0,0,0,0,0,0,0,1.2882,1.3181,1.3267,1.3157,1.3076,1.3497,1.4271,1.4334,1.4431,-1.2882,-1.3181,-1.3267,-1.3157,-1.3076,-1.3497,-1.4271,-1.4334,-1.4431,0.35,0.35,0.3387,0.3301,0.3301,0.3315,0.3315,0.3315,0.325
2010-03-06,0,0,0,0,0,0,0,0,0,1.7264,1.7533,1.7956,1.8022,1.8238,1.8479,1.8422,1.8813,1.8688,-1.7264,-1.7533,-1.7956,-1.8022,-1.8238,-1.8479,-1.8422,-1.8813,-1.8688,0.3465,0.3465,0.3364,0.3291,0.3291,0.3317,0.3317,0.3317,0.3264
2010-03-07,3.3753,2.0928,0.3304,0.4406,0.6137,0,0,0,0,2.1376,2.1322,2.2323,2.2484,2.2466,2.241,2.1863,2.2062,2.1998,1.2377,-0.0394,-1.9019,-1.8078,-1.6329,-2.241,-2.1863,-2.2062,-2.1998,0.3496,0.3496,0.3388,0.3309,0.3309,0.3334,0.3334,0.3334,0.3272
2010-03-08,2.4941,4.5476,1.4398,0.9599,1.07,0,0,0,0,1.0711,1.0975,1.089,1.0829,1.1963,1.4127,1.4394,1.4844,1.3895,1.423,3.4501,0.3508,-0.123,-0.1263,-1.4127,-1.4394,-1.4844,-1.3895,0.3477,0.3477,0.3386,0.3315,0.3315,0.3347,0.3347,0.3347,0.3294
2010-03-09,0,0,0,0,0,0,0,0,0,1.1384,1.178,1.3267,1.3504,1.4922,1.6341,1.7286,1.7328,1.7241,-1.1384,-1.178,-1.3267,-1.3504,-1.4922,-1.6341,-1.7286,-1.7328,-1.7241,0.3516,0.3516,0.3397,0.3294,0.3294,0.3305,0.3305,0.3305,0.3228
2010-03-10,0,0,0,0,0,0,0,0,0,1.4011,1.4519,1.579,1.6161,1.738,1.8313,1.9258,1.8875,1.9414,-1.4011,-1.4519,-1.579,-1.6161,-1.738,-1.8313,-1.9258,-1.8875,-1.9414,0.3485,0.3485,0.3356,0.3231,0.3231,0.3238,0.3238,0.3238,0.3168
2010-03-11,1.2038,1.5499,1.7781,1.9197,1.904,1.8883,1.9669,1.8647,2.4705,1.6762,1.6706,1.8474,1.875,1.8466,1.8861,1.7956,1.8054,1.6839,-0.4724,-0.1207,-0.0693,0.0447,0.0574,0.0022,0.1713,0.0593,0.7866,0.3548,0.3548,0.34,0.3258,0.3258,0.3261,0.3261,0.3261,0.3177
2010-03-12,5.893,6.4988,4.7522,4.3509,4.3824,3.037,2.2581,2.1322,2.4626,2.6807,2.6298,2.5875,2.601,2.666,2.8307,2.6371,2.6527,2.4491,3.2123,3.869,2.1647,1.7499,1.7164,0.2063,-0.379,-0.5205,0.0135,0.3649,0.3649,0.3496,0.3348,0.3348,0.3381,0.3381,0.3381,0.3362
2010-03-13,0,0,0,0,0,0,0,0,0,1.4691,1.4638,1.5995,1.6275,1.7401,1.9008,1.9808,1.9588,2.0066,-1.4691,-1.4638,-1.5995,-1.6275,-1.7401,-1.9008,-1.9808,-1.9588,-2.0066,0.3564,0.3564,0.3471,0.3394,0.3394,0.3405,0.3405,0.3405,0.3381
2010-03-14,0,0,0,0,0.2675,0,0,0,0,1.7783,1.7818,1.8806,1.9017,2.0187,2.0231,1.9868,1.9882,2.0005,-1.7783,-1.7818,-1.8806,-1.9017,-1.7512,-2.0231,-1.9868,-1.9882,-2.0005,0.3504,0.3504,0.3378,0.327,0.327,0.3307,0.3307,0.3307,0.3286
2010-03-15,0,0,0,0,0,0,0,0,0,2.6431,2.6063,2.6759,2.6896,2.7683,2.7769,2.6506,2.68,2.5749,-2.6431,-2.6063,-2.6759,-2.6896,-2.7683,-2.7769,-2.6506,-2.68,-2.5749,0.3622,0.3622,0.3427,0.3266,0.3266,0.3284,0.3284,0.3284,0.3247
2010-03-16,0,0,0,0,0,0,0,0,0,3.2884,3.2548,3.5732,3.5995,3.7454,3.8842,3.8162,3.8436,3.7787,-3.2884,-3.2548,-3.5732,-3.5995,-3.7454,-3.8842,-3.8162,-3.8436,-3.7787,0.3544,0.3544,0.3412,0.3292,0.3292,0.3308,0.3308,0.3308,0.3266
2010-03-17,0,0,0,0,0,0,0,0,0,2.303,2.1933,2.0873,2.0928,2.3233,2.6541,2.6394,2.6677,2.5391,-2.303,-2.1933,-2.0873,-2.0928,-2.3233,-2.6541,-2.6394,-2.6677,-2.5391,0.3649,0.3649,0.3491,0.3349,0.3349,0.3317,0.3317,0.3317,0.3268
2010-03-18,0,0,0,0,0,0,0,0,0,2.3859,2.3344,2.3421,2.3441,2.5304,2.5894,2.4905,2.4822,2.5054,-2.3859,-2.3344,-2.3421,-2.3441,-2.5304,-2.5894,-2.4905,-2.4822,-2.5054,0.3453,0.3453,0.333,0.3218,0.3218,0.3235,0.3235,0.3235,0.3184
2010-03-19,0,0,0,0,0,0,0,0,0,2.1383,2.1178,2.13,2.139,2.2514,2.2553,2.2859,2.2976,2.312,-2.1383,-2.1178,-2.13,-2.139,-2.2514,-2.2553,-2.2859,-2.2976,-2.312,0.3462,0.3462,0.3335,0.3217,0.3217,0.3222,0.3222,0.3222,0.3159
2010-03-20,0,0,0,0,0,0,0,0,0,3.3117,3.2094,3.3807,3.3953,3.37,3.3734,3.1738,3.2114,3.1561,-3.3117,-3.2094,-3.3807,-3.3953,-3.37,-3.3734,-3.1738,-3.2114,-3.1561,0.3394,0.3394,0.3279,0.3184,0.3184,0.321,0.321,0.321,0.3157
